CLIENT_IDENTIFIER,ISSUER_NAME,ISSUERID,CIK_NUM,ISSUER_ISIN,ISSUER_LEI,ISSUER_TICKER,AE_DIST_MAX_REV_PCT,ESG_CONTROVERSIES_COVERED,CARBON_EMISSIONS_SCOPE_3_TOTAL,GENERAT_THERMAL_COAL_PCT,FIREARM_PROD_MAX_REV_PCT,IVA_COMPANY_RATING,EU_TAXONOMY_ELIGIBLE_MAX_REV,ENVIRONMENT_TOXIC_FLAG,AE_PROD_MAX_REV_PCT,CONTRO_WEAP_CBLMBW_ANYTIE,FIREARM_RET_MAX_REV_PCT,ENERGY_CONSUMP_INTEN_EUR,GENDER_PAY_GAP_RATIO,MET_COAL_MAX_REV_PCT,PCT_NONRENEW_CONSUMP_PROD,PROD_CIV_ARMS_AUTO,ENVIRONMENT_LAND_FLAG,PCT_TOTL_ERGY_CONSUMP_NONRENEW,CARBON_EMISSIONS_SCOPE_1,CARBON_EMISSIONS_SCOPE_2,TOB_DIST_MAX_REV_PCT,PCT_TOTL_ERGY_PRODUCT_NONRENEW,CARBON_EMISSIONS_SALES_EUR_SCOPE123_INTEN,LABOR_COMPLIANCE_CORE,FEMALE_DIRECTORS_PCT,ANI_TEST_POLICY,OPS_PROT_BIODIV_AREAS,IVA_RATING_TREND,LABOR_DDIL_POL_ILO,ACTIVE_FF_SECTOR_EXPOSURE,ENVIRONMENT_CLIMATE_FLAG,WATER_EM_EFF_METRIC_TONS,OVERALL_FLAG,MECH_UN_GLOBAL_COMPACT,CARBON_EMISSIONS_EVIC_EUR_SCOPE123_INTEN,THERMAL_COAL_MAX_REV_PCT,TOTL_ERGY_CONSUMP_RENEW_GWH,OPS_PROT_BIODIV_CONTROVS,ANI_FACTORY_FARM,UNGC_COMPLIANCE,EST_EU_TAXONOMY_MAX_REV,PRED_LEND_MAX_REV,TOTL_ERGY_CONSUMP_NONRENEW_GWH,TOTL_ERGY_CONSUMP_GWH,CWEAP_TIE,FUR_PRODUCER,NON_PHARMCEUTICAL_TESTER,TOB_SUPP_MAX_REV_PCT,CONV_OIL_GAS_MAX_REV_PCT,HAZARD_WASTE_METRIC_TON,WEAP_MAX_REV_PCT,CARBON_EMISSIONS_SCOPE123
"","""ANTERO MIDSTREAM PARTNERS LP""","""IID000000002686596""",,"""US03690AAH95""","""529900HFO1BDEIT4QU11""","""AM""",,true,1708351.84,,,,23.24,"""Green""",,"""No""",,8.47,,,99.9712501844,,"""Green""",99.9712501844,1639480.0,3499.0,,,4243.078853212777,"""Pass""",22.2222222222,,"""Not Disclosed""",,"""Yes""","""Yes""","""Green""",,"""Green""","""No Evidence""",599.330586394008,,1.9236111126,"""Not Disclosed""",,"""Pass""",0.0,,6688.9405609067,6690.8641720194,,,,,,0.0,,3351330.835346268
"","""Century Pacific Food Inc""","""IID000000002686601""",,"""PHY1249R1024""","""254900NFV7QTJB821G52""","""CNPF""",,true,1071888.05,,,,0.0,"""Green""",,"""No""",,0.65,,,99.8006640226,,"""Green""",99.8006640226,190493.0,27138.0,,,1231.8646664939401,"""Pass""",33.3333333333,,"""Not Disclosed""",,"""Yes""","""Not Disclosed""","""Green""",,"""Green""","""No Evidence""",660.844638025163,,1.2222222232,"""Not Disclosed""",,"""Pass""",7.69,,611.9246060451,613.1468282683,,,,,,,,1289519.0493390088
"","""Bufab AB (publ)""","""IID000000002686789""",,"""SE0005677135""","""5493002TF62S16D67T17""","""BUFAB""",,true,450299.72,,,,100.0,"""Green""",,"""No""",,,,,,,"""Green""",,823.0,2318.0,,,655.1537679970764,"""Pass""",42.8571428571,,"""Not Disclosed""",,"""Yes""","""Not Disclosed""","""Green""",,"""Green""","""Yes""",202.54995015161438,,,"""Not Disclosed""",,"""Pass""",0.0,,,,,,,,,,,374028.7379499711
"","""Saudi Company for Hardware SJSC""","""IID000000002687136""",,"""SA13Q051UK14""",,"""4008""",,true,102684.81,,,,4.74,"""Green""",,"""No""",,,,,,,"""Green""",,1157.0,4436.0,,,363.2900488742986,"""Pass""",0.0,,"""Not Disclosed""",,"""Not Disclosed""","""Not Disclosed""","""Green""",,"""Green""","""No Evidence""",171.67606854985803,,,"""Not Disclosed""",,"""Pass""",0.0,,,,,,,,,,,108277.81319508096
"","""AKEBIA THERAPEUTICS, INC.""","""IID000000002687142""",,"""US00972D1054""","""549300CBQEHMKEEGNX42""","""AKBA""",,true,,,,,,"""Green""",,,,,,,,,"""Green""",,,,,,,"""Pass""",,,,,,,"""Green""",,"""Green""",,,,,,,"""Pass""",,,,,,,,,,,,
"","""A10 NETWORKS, INC.""","""IID000000002687155""",,"""US0021211018""","""549300UQD4IWUML81Q35""","""ATEN""",,true,31977.33,,,,0.0,"""Green""",,"""No""",,,,,,,"""Green""",,155.0,1839.0,,,138.885344582103,"""Pass""",20.0,,"""Not Disclosed""",,"""Yes""","""Not Disclosed""","""Green""",,"""Green""","""No Evidence""",26.570481950540195,,,"""Not Disclosed""",,"""Pass""",0.0,,,,,,,,,,,30537.18920093634
"","""ENLINK MIDSTREAM, LLC""","""IID000000002687312""",,"""US29336T1007""","""54930000GY1H533OBE23""","""ENLC""",,true,1.224679543E7,,,,0.0,"""Green""",,"""No""",,0.19,,,100.0,,"""Green""",100.0,4554588.0,423226.0,,,2861.6253455253327,"""Pass""",28.5714285714,,"""Not Disclosed""",,"""Yes""","""Yes""","""Green""",,"""Green""","""No Evidence""",2073.188453315277,,,"""Not Disclosed""",,"""Pass""",0.0,,1150.11318,1150.11318,,,,,,,,1.7224609431025717E7
"","""Momo Com Inc""","""IID000000002687368""",,"""TW0008454000""",,"""8454""",,true,1420291.72,,,,0.0,"""Green""",,"""No""",,0.01,,,91.7000661949,,"""Green""",91.7000661949,384.0,7384.0,,,480.12690759668635,"""Pass""",11.1111111111,,"""Not Disclosed""",,"""Yes""","""Not Disclosed""","""Green""",,"""Green""","""No Evidence""",142.6619896849494,,1.3370340011,"""Not Disclosed""",,"""Pass""",0.0,,14.771937859,16.1089718601,,,,,,,,1348940.443466039
"","""Politeknik Metal Sanayi ve Ticaret AS""","""IID000000002687460""",,"""TREPOLT00013""","""789000G8L7EN9WUG4917""","""POLTK.E""",,true,,,,,,"""Green""",,"""No""",,,,,,,"""Green""",,,,,,,"""Pass""",,,,,,,"""Green""",,"""Green""",,,,,,,"""Pass""",0.0,,,,,,,,,,,
"","""WORLDLINE SA""","""IID000000002687463""",,"""FR0011981968""","""549300CJMQNCA0U4TS33""","""WLN""",,true,493391.18,,,,0.0,"""Green""",,"""No""",,0.03,16.0,,20.3918867157,,"""Green""",20.3918867157,6627.0,2482.0,,,115.14395143512043,"""Pass""",41.1764705882,,"""Not Disclosed""",,"""Yes""","""Not Disclosed""","""Green""",,"""Yellow""","""Yes""",32.25528069665877,,74.4736111707,"""Not Disclosed""",,"""Pass""",0.17,,19.0766666819,93.5502778526,,,,,,,,502500.17968114256
