CLIENT_IDENTIFIER,ISSUER_NAME,ISSUERID,CIK_NUM,ISSUER_ISIN,ISSUER_LEI,ISSUER_TICKER,AE_DIST_MAX_REV_PCT,ESG_CONTROVERSIES_COVERED,CARBON_EMISSIONS_SCOPE_3_TOTAL,GENERAT_THERMAL_COAL_PCT,FIREARM_PROD_MAX_REV_PCT,IVA_COMPANY_RATING,EU_TAXONOMY_ELIGIBLE_MAX_REV,ENVIRONMENT_TOXIC_FLAG,AE_PROD_MAX_REV_PCT,CONTRO_WEAP_CBLMBW_ANYTIE,FIREARM_RET_MAX_REV_PCT,ENERGY_CONSUMP_INTEN_EUR,GENDER_PAY_GAP_RATIO,MET_COAL_MAX_REV_PCT,PCT_NONRENEW_CONSUMP_PROD,PROD_CIV_ARMS_AUTO,ENVIRONMENT_LAND_FLAG,PCT_TOTL_ERGY_CONSUMP_NONRENEW,CARBON_EMISSIONS_SCOPE_1,CARBON_EMISSIONS_SCOPE_2,TOB_DIST_MAX_REV_PCT,PCT_TOTL_ERGY_PRODUCT_NONRENEW,CARBON_EMISSIONS_SALES_EUR_SCOPE123_INTEN,LABOR_COMPLIANCE_CORE,FEMALE_DIRECTORS_PCT,ANI_TEST_POLICY,OPS_PROT_BIODIV_AREAS,IVA_RATING_TREND,LABOR_DDIL_POL_ILO,ACTIVE_FF_SECTOR_EXPOSURE,ENVIRONMENT_CLIMATE_FLAG,WATER_EM_EFF_METRIC_TONS,OVERALL_FLAG,MECH_UN_GLOBAL_COMPACT,CARBON_EMISSIONS_EVIC_EUR_SCOPE123_INTEN,THERMAL_COAL_MAX_REV_PCT,TOTL_ERGY_CONSUMP_RENEW_GWH,OPS_PROT_BIODIV_CONTROVS,ANI_FACTORY_FARM,UNGC_COMPLIANCE,EST_EU_TAXONOMY_MAX_REV,PRED_LEND_MAX_REV,TOTL_ERGY_CONSUMP_NONRENEW_GWH,TOTL_ERGY_CONSUMP_GWH,CWEAP_TIE,FUR_PRODUCER,NON_PHARMCEUTICAL_TESTER,TOB_SUPP_MAX_REV_PCT,CONV_OIL_GAS_MAX_REV_PCT,HAZARD_WASTE_METRIC_TON,WEAP_MAX_REV_PCT,CARBON_EMISSIONS_SCOPE123
"","""Alectra Inc.""","""IID000000002798965""",,"""CA014443AG00""","""5493008DXEYO6JTJEB46""","""ALECR""",,true,674329.41,,,,100.0,"""Green""",,"""No""",,,,,,,"""Green""",,233587.0,764765.0,,,686.1313946858936,"""Pass""",28.5714285714,,"""Not Disclosed""",,"""Yes""","""Not Disclosed""","""Green""",,"""Green""","""No Evidence""",,,,"""Not Disclosed""",,"""Pass""",0.42,,,,,,,,,,,1809903.8438348717
"","""ENVEN ENERGY CORPORATION""","""IID000000002799070""",,,,"""ENVN""",,true,,,,,0.0,"""Green""",,"""No""",,,,,,,"""Green""",,357259.0,36868.0,,,13141.00067856398,"""Pass""",14.2857142857,,"""Not Disclosed""",,"""Not Disclosed""","""Yes""","""Green""",,"""Green""","""No Evidence""",,,,"""Not Disclosed""",,"""Pass""",0.0,,,,,,,,100.0,,,7194304.134280947
"","""Shenzhen Kedali Industry Co., Ltd""","""IID000000002799141""",,"""CNE100002JW6""",,"""002850""",,true,1846862.57,,,,100.0,"""Green""",,"""No""",,,,,,,"""Green""",,5603.0,23308.0,,,1717.1654652323014,"""Pass""",0.0,,"""Not Disclosed""",,"""Yes""","""Not Disclosed""","""Green""",,"""Green""","""No Evidence""",197.3821827802935,,,"""Not Disclosed""",,"""Pass""",0.0,,,,,,,,,,,1058475.7719121184
"","""VERTEX, INC.""","""IID000000002799325""",,"""US92538J1060""","""549300QMYW171MP1PL50""","""VERX""",,true,56189.25,,,,0.0,"""Green""",,"""No""",,,,,,,"""Green""",,234.0,3090.0,,,138.92533314050158,"""Pass""",25.0,,"""Not Disclosed""",,"""Yes""","""Not Disclosed""","""Green""",,"""Green""","""No Evidence""",24.687671603306747,,,"""Not Disclosed""",,"""Pass""",0.0,,,,,,,,,,,51987.051985527316
"","""Simplex Holdings, Inc.""","""IID000000002799478""",,"""JP3383270000""",,"""4373""",,true,31570.25,,,,99.91,"""Green""",,"""No""",,,81.2,,,,"""Green""",,196.0,1907.0,,,148.7121792300494,"""Pass""",10.0,,"""Not Disclosed""",,"""Yes""","""Not Disclosed""","""Green""",,"""Green""","""No Evidence""",35.333579222093704,,,"""Not Disclosed""",,"""Pass""",0.0,,,,,,,,,,,33673.25433444752
"","""XPS PENSIONS GROUP PLC""","""IID000000002799515""",,"""GB00BDDN1T20""","""2138004Y8OBPJEAACJ11""","""XPS""",,true,25036.73,,,,0.0,"""Green""",,"""No""",,0.01,24.2,,,,"""Green""",,157.0,185.0,,,155.33773515172172,"""Pass""",42.8571428571,,"""Not Disclosed""",,"""Yes""","""Not Disclosed""","""Green""",,"""Green""","""No Evidence""",65.37799385819557,,,"""Not Disclosed""",,"""Pass""",0.0,,,2.334261,,,,,,,,25481.726886170305
"","""WHITECAP RESOURCES INC""","""IID000000002799616""",,"""CA96467A2002""",,"""WCP""",,true,2.038692146E7,,,,0.0,"""Green""",,"""No""",,3.44,,,99.9999949071,,"""Green""",99.9999949071,1283119.0,686951.0,,,11776.229659484878,"""Pass""",30.0,,"""Not Disclosed""",,"""Yes""","""Yes""","""Green""",,"""Green""","""No Evidence""",4537.300413560155,,,"""Not Disclosed""",,"""Pass""",0.0,,5454.2511154745,5454.2513932523,,,,,89.83,664.0,,1.8676072978263225E7
"","""Hamilton Lane Inc""","""IID000000002799678""",,"""US4074971064""","""5493006OKN3V1NORM833""","""HLNE""",,true,75334.52,,,,0.0,"""Green""",,"""No""",,,,,,,"""Green""",,142.0,682.0,,,156.48684622481454,"""Pass""",12.5,,"""Not Disclosed""",,"""Yes""","""Not Disclosed""","""Green""",,"""Green""","""No Evidence""",12.42465406460224,,,"""Not Disclosed""",,"""Pass""",0.0,,,,,,,,,,,76158.51621461935
"","""Oro Co Ltd""","""IID000000002799683""",,"""JP3201900002""",,"""3983""",,false,5933.95,,,,100.0,,,"""No""",,,,,,,"""Green""",,37.0,363.0,,,152.73441455926903,"""Pass""",,,"""Not Disclosed""",,"""Yes""","""Not Disclosed""",,,"""Green""","""No Evidence""",17.798708939580404,,,"""Not Disclosed""",,"""Pass""",,,,,,,,,,,,6450.786080972126
"","""Oncopeptides AB""","""IID000000002799782""",,"""SE0009414576""","""549300J9WWQ5CBYQ1M77""","""ONCO""",,true,196.24,,,,0.0,"""Green""",,"""No""",,,,,,,"""Green""",,240.0,492.0,,,301.5850085140101,"""Pass""",33.3333333333,,"""Not Disclosed""",,"""Yes""","""Not Disclosed""","""Green""",,"""Green""","""No Evidence""",55.45854465398586,,,"""Not Disclosed""",,"""Pass""",0.0,,,,,,,,,,,3466.1590408741163
"","""LXI REIT PLC""","""IID000000002800516""",,"""GB00BYQ46T41""","""2138008YZGXOKAXQVI45""","""LXI""",,true,22824.91,,,,100.0,"""Green""",,"""No""",,0.85,,,100.0,,"""Green""",100.0,671.0,4503.0,,,404.4266337847725,"""Pass""",40.0,,"""Not Disclosed""",,"""Not Disclosed""","""Not Disclosed""","""Green""",,"""Green""","""No Evidence""",14.769848684672478,,,"""Not Disclosed""",,"""Pass""",0.0,,59.16862441,59.16862441,,,,,,,,27998.906754559925
